village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years,priority_score
V20084,Village_84,District_10,Bihar,18.607855,86.8131,10.03,5.57,3118.0,17.69,23.66,120.0,37.77,26476,5698,15011775.0,8035313.0,1092872.0,True,83.78,14.78,22.0,14.96,105.85,False,16,167065.0,1000.0,55816848.0,2091207.0,21.84,88.12,1956344.0,4.72,0.86,23,60.96
V20085,Village_85,District_3,Tamil Nadu,27.66273,94.013207,26.65,5.18,2842.0,23.61,26.28,1300.0,44.8,11819,2714,7317701.0,3290853.0,697381.0,True,85.35,13.41,65.68,7.96,148.59,False,15,237000.0,1000.0,49653164.0,901784.0,17.23,88.97,1449177.0,7.94,0.7,23,54.67
V20086,Village_86,District_8,Uttar Pradesh,16.613916,85.762578,38.56,5.16,2683.0,20.89,27.41,1532.0,15.45,8356,2333,4632686.0,1471525.0,358727.0,True,76.86,11.31,18.36,9.36,100.56,True,7,161198.0,1000.0,50278477.0,1326194.0,20.31,86.07,1646169.0,6.14,0.8,25,55.29
V20087,Village_87,District_4,Uttar Pradesh,21.646662,91.608828,5.5,4.7,3061.0,10.32,34.05,1408.0,30.94,37915,8478,23296757.0,9993913.0,2179588.0,True,92.73,14.2,22.62,11.97,2.13,False,18,3481.0,1000.0,47269816.0,945399.0,21.88,79.86,1498778.0,6.09,0.35,21,52.06
V20088,Village_88,District_22,Rajasthan,28.12234,71.630427,1.7,5.78,3197.0,5.58,34.0,1129.0,29.34,23589,4377,15487042.0,2770016.0,1484350.0,True,97.21,14.17,34.41,12.98,91.36,False,16,136150.0,1000.0,53168681.0,831807.0,21.45,84.37,1909001.0,5.2,0.81,24,59.62
V20089,Village_89,District_13,Uttar Pradesh,16.836784,73.443706,9.75,6.36,2393.0,22.23,33.48,685.0,36.41,3486,812,1901861.0,795795.0,173803.0,True,90.93,9.31,66.31,2.46,80.37,True,6,101516.0,1000.0,50634611.0,1218075.0,23.24,87.89,2370804.0,8.15,0.95,24,62.02
V20090,Village_90,District_7,Telangana,16.223803,89.243998,34.95,4.64,3141.0,19.31,32.48,298.0,52.08,27065,5987,13187486.0,5256135.0,779315.0,False,0.0,10.39,153.09,14.24,91.09,False,8,129941.0,1000.0,73242666.0,1508179.0,22.49,86.03,1638401.0,8.25,0.4,25,73.36
V20091,Village_91,District_17,Telangana,26.507133,68.18721,31.86,5.98,2835.0,22.16,18.4,695.0,53.57,5580,1171,2504425.0,718527.0,130408.0,True,75.33,13.68,19.37,1.23,113.11,True,5,143629.0,1000.0,70571110.0,945288.0,21.17,76.44,1766061.0,5.55,0.54,23,61.04
V20092,Village_92,District_15,Bihar,21.467106,94.454608,54.95,6.25,2625.0,29.05,20.61,1446.0,35.81,1318,268,556656.0,94425.0,62075.0,True,71.7,22.21,16.49,8.37,130.04,True,16,161201.0,344.78,22910841.0,626341.0,18.18,80.55,575896.0,6.77,0.95,23,52.88
V20093,Village_93,District_15,Bihar,16.894259,92.373701,28.37,5.85,2781.0,21.66,21.89,223.0,39.76,44183,8392,21675212.0,10567952.0,1242128.0,True,73.52,12.72,25.28,0.33,25.49,False,4,31686.0,1000.0,71379515.0,1813106.0,22.12,83.24,1965785.0,8.03,0.86,22,68.44
V20094,Village_94,District_18,Maharashtra,28.62896,91.799837,34.36,5.29,2391.0,6.79,19.55,274.0,29.78,35899,9570,13646105.0,2765079.0,1270880.0,True,74.35,13.56,78.93,3.96,39.8,False,9,51287.0,1000.0,48794310.0,1624460.0,20.58,76.63,1522519.0,7.23,0.77,21,62.3
V20095,Village_95,District_19,Maharashtra,11.930677,87.746659,17.02,4.99,2279.0,18.89,21.55,122.0,30.95,14614,3144,5850478.0,1872378.0,392859.0,True,81.98,15.52,5.54,12.13,71.67,False,5,101948.0,1000.0,46003154.0,1168284.0,20.1,85.53,1565590.0,7.32,0.31,24,54.94
V20096,Village_96,District_6,Tamil Nadu,13.406102,86.58555,35.32,5.55,2504.0,33.88,20.91,1265.0,27.72,18691,4761,10961675.0,4073256.0,390458.0,True,80.08,15.15,78.74,0.63,58.59,False,19,88096.0,1000.0,47187459.0,1342623.0,23.09,90.09,2106960.0,5.75,0.75,20,61.79
V20097,Village_97,District_5,Rajasthan,17.369894,71.319099,32.2,5.38,2419.0,6.91,20.06,1321.0,49.98,20176,3707,7924831.0,2715973.0,578464.0,True,76.78,18.22,14.06,8.55,101.25,False,6,138872.0,1000.0,55457667.0,1034309.0,17.42,80.55,1377713.0,4.56,0.54,20,59.48
V20098,Village_98,District_22,Uttar Pradesh,26.913218,68.449332,46.87,6.32,3143.0,26.28,34.16,688.0,15.64,7824,1791,4060815.0,1786560.0,464944.0,True,80.19,22.55,58.73,0.67,103.58,False,4,137162.0,1000.0,63708065.0,1361917.0,23.96,77.52,2142301.0,6.51,0.93,25,65.55
V20099,Village_99,District_30,Rajasthan,11.29262,79.021428,42.21,5.87,2606.0,26.25,26.46,161.0,55.71,13130,2475,8151547.0,2394816.0,429639.0,True,85.81,11.29,30.42,7.0,18.89,True,6,27350.0,1000.0,57019409.0,1839628.0,19.66,89.98,1895093.0,8.76,0.83,22,62.96
V20100,Village_100,District_17,Tamil Nadu,15.558106,74.082008,8.11,5.38,2774.0,21.27,33.24,294.0,30.56,9037,1922,4528036.0,1415850.0,514589.0,True,81.05,19.53,20.9,12.68,145.57,False,1,246979.0,1000.0,60096354.0,1866660.0,19.6,81.98,1577644.0,5.28,0.7,20,55.24
V20101,Village_101,District_14,Bihar,22.926982,71.374781,56.16,4.35,2544.0,6.95,33.99,1228.0,29.56,12135,2237,4121806.0,1853772.0,295826.0,True,72.81,12.66,8.94,13.64,20.53,False,15,30449.0,1000.0,64067521.0,2131042.0,18.74,80.33,1195087.0,6.13,0.53,24,49.68
V20102,Village_102,District_19,Andhra Pradesh,8.008037,85.388461,50.23,5.42,2652.0,24.49,20.22,1416.0,49.11,2324,606,819330.0,334893.0,25132.0,True,70.09,19.49,16.0,0.15,71.11,False,15,123428.0,490.99,27506075.0,1075515.0,20.78,84.16,849349.0,5.24,0.8,23,51.64
V20103,Village_103,District_2,Karnataka,25.28257,90.671092,35.4,5.76,3039.0,6.03,34.42,330.0,22.9,34733,8436,13962638.0,5154082.0,624080.0,True,70.16,19.54,73.23,14.98,107.25,True,18,192168.0,1000.0,70579047.0,1059426.0,21.9,79.64,1833415.0,7.51,0.91,24,67.12
V20104,Village_104,District_12,Gujarat,19.464021,77.129752,40.52,5.47,2426.0,31.17,18.04,915.0,11.34,21596,4931,7349518.0,2236650.0,746627.0,True,98.26,10.85,76.09,11.52,138.0,False,14,239049.0,1000.0,69443445.0,904506.0,16.14,91.17,1468945.0,8.27,0.89,25,55.24
V20105,Village_105,District_11,Madhya Pradesh,27.83922,88.080659,6.25,5.65,2244.0,20.07,21.42,1347.0,55.83,43365,9438,18800540.0,5187561.0,1648802.0,True,93.24,8.96,33.33,11.25,102.43,False,5,159956.0,1000.0,62290790.0,648447.0,21.52,87.09,1932511.0,8.76,0.86,20,61.84
V20106,Village_106,District_13,Bihar,29.802412,92.234964,15.82,4.64,2659.0,30.06,26.31,1369.0,26.86,17466,4766,10036545.0,4909928.0,398693.0,True,80.69,19.47,12.69,14.27,103.7,False,9,157726.0,1000.0,71008446.0,869702.0,16.82,86.44,1231180.0,7.72,0.5,25,51.35
V20107,Village_107,District_23,Madhya Pradesh,30.945894,92.471892,57.53,5.39,3019.0,23.29,24.57,360.0,45.74,12960,3145,7586635.0,1826609.0,679803.0,False,0.0,2.12,142.35,32.45,68.32,False,11,113062.0,1000.0,45880877.0,1678344.0,16.87,82.4,1367395.0,7.81,0.37,22,78.83
V20108,Village_108,District_15,Gujarat,26.225865,71.085006,16.25,5.76,3138.0,6.22,22.5,1433.0,15.81,1454,368,692253.0,308784.0,43074.0,False,0.0,8.91,81.55,9.56,106.83,True,14,131897.0,477.89,35444524.0,539834.0,17.6,81.34,719168.0,5.06,0.46,24,69.22
V20109,Village_109,District_26,Telangana,17.369721,88.759558,32.47,5.03,2334.0,17.64,30.93,294.0,39.3,798,167,407972.0,129523.0,48723.0,False,0.0,8.41,50.87,22.67,100.84,False,1,133740.0,301.48,21587609.0,390814.0,23.62,90.85,593874.0,6.56,0.71,20,56.65
V20110,Village_110,District_15,Maharashtra,19.701486,94.207893,52.2,6.19,2373.0,22.28,20.96,1553.0,50.52,14689,3162,9341179.0,5127197.0,1043979.0,True,95.58,14.71,57.07,4.94,22.06,False,8,38582.0,1000.0,47385919.0,1136741.0,21.07,79.77,1898706.0,5.64,0.86,25,63.22
V20111,Village_111,District_2,Gujarat,33.975024,71.067587,13.02,5.78,2842.0,9.18,19.55,756.0,39.86,37247,9373,19455504.0,9994909.0,2088704.0,True,86.56,9.0,70.56,9.05,85.35,False,14,128041.0,1000.0,57791965.0,1846976.0,22.43,81.11,1919086.0,8.72,0.97,20,64.53
V20112,Village_112,District_21,Telangana,21.081072,71.143193,58.58,4.81,3263.0,11.32,19.5,1447.0,25.56,9423,1815,3326713.0,720438.0,166193.0,True,73.4,17.19,35.23,2.26,13.97,False,10,21523.0,1000.0,55100230.0,1174703.0,21.18,85.27,1585368.0,6.71,0.65,24,54.06
V20113,Village_113,District_24,Telangana,29.315733,83.605207,2.42,5.78,3111.0,26.78,30.56,1453.0,18.96,1625,406,1027193.0,192252.0,93084.0,False,0.0,11.3,66.57,14.44,63.22,False,15,78040.0,688.7,47991943.0,1117673.0,21.02,87.55,1336933.0,5.82,0.61,25,74.29
V20114,Village_114,District_18,Maharashtra,22.334118,90.575461,46.92,5.97,2683.0,13.1,32.34,869.0,59.59,29974,6164,13640002.0,4286992.0,1488128.0,True,94.24,12.92,33.76,5.0,142.97,False,15,234295.0,1000.0,59259842.0,917710.0,23.86,78.08,2029773.0,7.84,0.63,23,63.32
V20115,Village_115,District_29,Tamil Nadu,25.744173,95.104975,11.45,6.19,2533.0,11.28,27.18,620.0,11.61,1348,303,642644.0,320484.0,41698.0,False,0.0,8.45,90.66,29.15,78.5,False,18,95328.0,518.01,35331221.0,1225717.0,22.72,88.52,1176905.0,6.72,0.32,22,75.75
V20116,Village_116,District_13,Bihar,25.432652,95.135866,14.49,5.82,2247.0,21.49,26.14,1066.0,45.05,11503,2462,7154050.0,2938137.0,388631.0,True,97.2,16.45,49.19,7.79,89.06,False,16,150532.0,1000.0,57497438.0,654592.0,22.81,75.12,1819980.0,4.87,0.47,20,57.38
V20117,Village_117,District_24,Maharashtra,18.664662,69.801128,2.47,5.08,2679.0,31.37,29.82,1577.0,13.6,8290,1661,3745905.0,1080454.0,317523.0,True,70.06,13.47,61.92,3.82,116.25,False,6,143359.0,1000.0,65445515.0,1563399.0,19.39,77.36,1390660.0,4.93,0.34,24,55.15
V20118,Village_118,District_1,Maharashtra,17.564789,70.803275,23.21,6.23,3222.0,21.98,33.41,1362.0,53.74,31612,6462,18139112.0,9389260.0,984742.0,True,79.13,11.75,36.22,9.96,79.72,True,4,127615.0,1000.0,56172231.0,1135225.0,17.48,84.04,1670238.0,5.37,0.32,20,68.99
V20119,Village_119,District_2,Uttar Pradesh,27.436589,96.356342,19.16,5.5,2793.0,6.3,29.76,191.0,27.6,29917,7790,15507705.0,4496448.0,1619195.0,True,90.32,16.48,32.19,8.69,12.88,False,1,15577.0,1000.0,74403531.0,796547.0,23.91,75.26,1806215.0,6.24,0.83,24,59.24
V20120,Village_120,District_24,Madhya Pradesh,11.181118,87.466376,19.49,5.12,3088.0,34.84,19.93,1135.0,41.14,11222,2470,7320958.0,3837540.0,232878.0,True,84.82,10.82,45.98,11.35,147.36,False,15,204895.0,1000.0,50111713.0,1286834.0,22.84,89.41,1908161.0,7.62,1.0,21,54.8
V20121,Village_121,District_27,Tamil Nadu,31.376714,71.298026,35.35,4.75,2549.0,26.53,31.13,1455.0,57.31,20662,4577,8842045.0,1468538.0,363463.0,True,82.48,11.67,71.73,14.74,73.12,False,13,100729.0,1000.0,58606309.0,1168703.0,20.5,79.12,1406037.0,6.43,0.69,20,52.73
V20122,Village_122,District_16,Uttar Pradesh,9.705023,69.43547,21.41,5.21,2236.0,20.13,24.5,859.0,48.38,23103,5055,7884622.0,2853571.0,905296.0,True,95.54,10.13,51.83,5.81,125.14,False,12,205664.0,1000.0,65994151.0,2545340.0,23.44,81.63,1819315.0,5.76,0.8,23,53.64
V20123,Village_123,District_23,Tamil Nadu,22.527282,94.228978,22.74,4.67,3245.0,5.53,34.99,994.0,28.37,9575,2524,6018812.0,2511932.0,349476.0,True,74.8,8.81,58.18,8.14,116.46,True,11,194588.0,1000.0,70898716.0,1708827.0,23.8,85.36,1731455.0,6.32,0.39,25,51.13
V20124,Village_124,District_10,Telangana,25.671157,81.738561,12.68,5.54,2703.0,34.78,26.09,1549.0,23.98,31726,8947,13983023.0,2767787.0,518620.0,True,70.62,15.9,18.1,4.22,54.68,False,17,77155.0,1000.0,65751478.0,1601967.0,22.79,83.13,1915467.0,8.62,0.8,22,65.49
V20125,Village_125,District_22,Andhra Pradesh,15.375618,74.980575,8.49,6.02,2736.0,19.67,22.83,1321.0,59.86,29501,7998,13023500.0,2586429.0,1513336.0,True,89.47,12.71,46.43,8.95,128.33,True,6,219347.0,1000.0,61748374.0,1275997.0,18.26,75.49,1514431.0,7.28,0.31,22,64.06
V20126,Village_126,District_15,Madhya Pradesh,16.624985,80.010579,45.64,5.77,2206.0,7.14,31.68,1246.0,26.98,25191,5178,9551857.0,3941955.0,535359.0,False,0.0,8.53,131.04,6.79,65.29,True,18,108202.0,1000.0,62841432.0,2322948.0,21.91,84.71,1954410.0,5.8,0.33,22,83.82
V20127,Village_127,District_10,Maharashtra,23.092401,90.710164,13.13,5.08,2636.0,26.72,31.18,518.0,29.47,2699,610,1360065.0,672272.0,56049.0,True,93.24,14.15,2.31,13.97,61.05,False,4,101481.0,842.51,39959127.0,1365228.0,20.89,81.51,1329998.0,7.33,0.47,24,46.47
V20128,Village_128,District_3,Rajasthan,17.215292,81.172067,21.4,5.0,3017.0,19.61,30.55,1713.0,50.53,525,99,199310.0,71475.0,21747.0,True,95.85,8.59,70.85,14.16,124.54,False,3,204637.0,137.3,9423620.0,369601.0,23.49,86.28,253920.0,6.25,0.48,21,7.62
V20129,Village_129,District_6,Maharashtra,22.09976,86.195516,2.17,4.97,2818.0,31.82,33.54,273.0,25.38,29599,7962,17417430.0,7545903.0,1830627.0,True,72.62,23.26,30.79,8.62,15.94,False,14,19907.0,1000.0,48692753.0,791607.0,16.14,85.91,1257669.0,8.04,0.98,23,59.13
V20130,Village_130,District_28,Karnataka,12.936774,77.580237,37.4,4.45,3164.0,34.81,23.89,333.0,38.65,7421,1988,3791779.0,2061869.0,312452.0,True,90.73,18.8,66.1,9.24,3.29,False,9,5258.0,1000.0,70232005.0,1931362.0,16.93,85.72,1178588.0,8.75,0.85,23,45.39
V20131,Village_131,District_14,Gujarat,9.280722,84.522226,11.17,6.16,2319.0,10.42,28.43,668.0,58.26,24016,5295,11899324.0,3279484.0,1133291.0,False,0.0,4.28,117.18,31.22,55.67,True,2,72703.0,1000.0,58529194.0,1275625.0,18.16,90.29,1843313.0,7.08,0.82,24,88.03
V20132,Village_132,District_30,Maharashtra,19.679787,84.526451,56.23,5.95,3182.0,32.63,30.02,985.0,42.85,12817,2648,8190042.0,2589060.0,347944.0,True,91.79,13.65,46.52,8.17,117.97,True,9,171921.0,1000.0,55840661.0,829953.0,17.92,83.2,1618979.0,8.07,0.93,22,61.03
V20133,Village_133,District_11,Bihar,33.81944,95.727088,34.72,5.62,2215.0,22.13,27.23,1374.0,21.9,1419,315,614945.0,270880.0,18584.0,True,84.18,9.36,60.08,12.66,85.22,False,9,137409.0,526.27,27265664.0,679653.0,16.99,83.18,762817.0,4.7,0.99,21,45.9
V20134,Village_134,District_2,Uttar Pradesh,16.785988,68.146998,13.46,4.74,2974.0,33.14,23.61,1224.0,36.18,32998,6638,14497775.0,4164528.0,1560550.0,False,0.0,6.61,110.25,13.55,78.19,False,0,102412.0,1000.0,51674324.0,672934.0,23.54,78.59,1600350.0,7.86,0.56,22,75.53
V20135,Village_135,District_8,Tamil Nadu,14.198651,69.754319,33.34,5.3,2974.0,14.99,33.11,1702.0,56.48,3482,636,1584057.0,413318.0,116696.0,True,83.23,12.84,9.83,8.65,123.41,False,4,173226.0,1000.0,71383984.0,1532786.0,23.72,83.43,1914149.0,5.78,0.99,21,49.68
V20136,Village_136,District_11,Bihar,13.369632,83.840184,12.34,5.33,2284.0,14.85,25.38,850.0,12.33,3938,873,2411079.0,679724.0,193062.0,True,97.31,21.14,67.8,0.92,45.2,False,3,78792.0,1000.0,68079783.0,1914804.0,20.0,90.61,1762772.0,5.74,0.93,24,49.38
V20137,Village_137,District_22,Maharashtra,13.940954,89.256256,50.28,4.84,2680.0,26.88,28.27,1365.0,14.5,39556,8949,24909256.0,4544662.0,1586611.0,True,85.98,12.59,44.64,13.3,128.34,False,3,220369.0,1000.0,53182441.0,2031871.0,17.34,81.25,1244459.0,8.5,0.69,24,54.91
V20138,Village_138,District_22,Tamil Nadu,33.557213,93.935189,9.6,4.54,3160.0,11.7,28.56,1470.0,28.72,22523,5220,14766152.0,3251843.0,659217.0,True,72.98,18.71,66.18,1.33,123.31,True,0,212901.0,1000.0,61631716.0,845899.0,23.78,75.72,1491905.0,5.17,0.93,25,52.95
V20139,Village_139,District_23,Telangana,28.746598,93.492986,43.07,4.83,2512.0,6.62,22.18,1247.0,23.72,13159,3504,7878738.0,2336427.0,660477.0,False,0.0,3.54,170.73,33.77,41.29,False,13,66221.0,1000.0,48016349.0,831912.0,20.02,81.75,1442653.0,7.5,0.58,24,73.73
V20140,Village_140,District_10,Bihar,16.499879,88.769896,4.61,6.28,2221.0,11.04,27.02,1476.0,53.39,9665,1864,4698978.0,759932.0,535904.0,False,0.0,5.28,68.14,29.58,49.84,False,19,77592.0,1000.0,53076522.0,1071750.0,23.23,87.11,2319208.0,5.01,0.39,23,86.38
V20141,Village_141,District_12,Maharashtra,9.879346,81.287262,18.2,5.02,2627.0,27.66,33.74,798.0,48.54,23338,4575,14648233.0,3772370.0,557973.0,False,0.0,2.12,58.72,15.34,55.19,False,19,91335.0,1000.0,49978035.0,810240.0,23.05,86.77,1832344.0,7.87,0.31,25,77.75
V20142,Village_142,District_18,Maharashtra,8.879303,77.113836,33.16,4.32,2528.0,22.78,19.45,842.0,57.77,4547,872,1620163.0,725138.0,136892.0,True,74.49,15.39,57.64,2.03,25.35,False,5,31045.0,1000.0,72008338.0,878091.0,22.27,87.46,1535594.0,7.82,0.75,21,46.52
V20143,Village_143,District_19,Tamil Nadu,12.712556,78.426659,34.51,5.85,2628.0,34.22,32.79,626.0,35.54,8330,2285,4527195.0,2290755.0,469328.0,True,70.22,13.6,50.05,10.45,11.63,True,5,16134.0,1000.0,70614176.0,2276826.0,17.43,87.78,1633472.0,4.53,0.55,20,63.66
V20144,Village_144,District_13,Telangana,33.17105,78.356445,53.99,4.58,2312.0,27.42,32.25,840.0,54.42,16088,3060,5562441.0,1541174.0,553839.0,False,0.0,8.96,102.67,8.02,2.68,False,4,3404.0,1000.0,68798381.0,722623.0,20.8,88.36,1536199.0,5.29,0.4,20,71.11
V20145,Village_145,District_6,Maharashtra,8.614393,77.313318,7.49,4.79,2529.0,29.5,21.58,837.0,15.95,25372,5916,12402622.0,5189366.0,475948.0,True,73.64,16.92,67.58,1.43,59.63,True,6,101807.0,1000.0,52144794.0,1394278.0,20.04,80.43,1409010.0,5.11,0.39,23,55.81
V20146,Village_146,District_24,Madhya Pradesh,18.057295,71.171666,44.06,5.88,2479.0,33.29,18.1,779.0,18.93,28439,7607,14462907.0,4875635.0,508936.0,True,69.97,21.63,15.11,14.33,123.83,False,10,209783.0,1000.0,45637371.0,1513018.0,23.4,75.72,1901370.0,6.42,0.59,24,68.43
V20147,Village_147,District_16,Gujarat,10.709995,83.202947,50.54,5.46,2631.0,30.67,24.02,1739.0,12.48,38677,7042,15628637.0,3901539.0,1312190.0,True,81.86,13.4,13.81,7.37,89.96,True,1,149241.0,1000.0,59171028.0,626762.0,20.74,76.92,1589657.0,6.03,0.7,23,61.45
V20148,Village_148,District_29,Rajasthan,15.979645,72.129108,8.4,5.8,2391.0,19.27,27.47,931.0,45.74,6149,1204,2661474.0,1277956.0,256278.0,False,0.0,4.56,76.81,33.55,43.38,True,0,60250.0,1000.0,56366096.0,2251738.0,16.9,91.79,1641999.0,8.03,0.37,25,80.51
V20149,Village_149,District_29,Rajasthan,29.148618,68.757229,9.09,5.65,3060.0,7.41,22.36,196.0,43.54,44679,9374,26069606.0,9262713.0,1906232.0,True,74.75,20.26,3.75,4.48,39.57,False,2,64134.0,1000.0,62028156.0,742065.0,16.38,78.61,1327709.0,5.06,0.58,20,65.13
V20150,Village_150,District_27,Rajasthan,16.51342,70.003593,40.67,5.55,3050.0,17.95,27.84,1244.0,10.64,23201,4440,11207378.0,2423700.0,529160.0,True,96.79,14.58,6.08,14.15,35.72,False,11,51435.0,1000.0,54155872.0,978467.0,23.49,89.46,2128471.0,7.52,0.47,23,58.71
V20151,Village_151,District_29,Maharashtra,14.957577,94.709323,37.02,4.39,2957.0,9.25,33.52,198.0,32.33,17375,4490,8765672.0,2345662.0,836048.0,True,89.75,10.04,68.89,14.5,94.44,False,16,159578.0,1000.0,71361952.0,1340149.0,17.36,88.85,1235761.0,7.29,0.85,20,46.52
V20152,Village_152,District_19,Rajasthan,24.097531,92.611803,53.18,5.78,2733.0,28.97,33.99,1412.0,10.74,14740,2839,9337582.0,1712071.0,993005.0,True,76.98,22.13,9.94,2.47,110.93,False,2,168470.0,1000.0,56412636.0,1411793.0,18.24,91.41,1758771.0,5.37,0.56,23,62.92
V20153,Village_153,District_9,Uttar Pradesh,26.118656,93.815813,44.95,5.58,3064.0,25.19,20.16,464.0,27.56,17306,3811,6059107.0,1012838.0,191201.0,True,68.09,14.59,45.88,8.76,16.09,True,16,20676.0,1000.0,51660874.0,1676897.0,16.8,75.72,1295439.0,7.51,0.7,24,64.36
V20154,Village_154,District_5,Rajasthan,14.187067,81.806566,11.56,6.29,3281.0,30.11,22.01,1517.0,19.54,38905,9879,16941415.0,6071730.0,1281016.0,True,78.36,20.23,32.72,5.67,143.87,False,13,204610.0,1000.0,45651003.0,790426.0,20.75,75.42,1796462.0,6.0,0.42,25,70.88
V20155,Village_155,District_4,Bihar,13.257747,68.601272,15.61,5.59,2681.0,18.42,18.63,770.0,28.71,271,54,166268.0,68794.0,10905.0,True,92.68,8.64,37.84,8.92,135.5,False,13,177401.0,102.99,5163956.0,165149.0,21.54,90.64,205133.0,5.86,0.69,20,12.93
V20156,Village_156,District_29,Bihar,23.391074,74.068928,40.1,4.49,2793.0,31.0,19.46,1703.0,41.55,19144,4174,12110795.0,2343213.0,572794.0,True,67.76,17.76,6.96,4.44,120.79,False,14,203870.0,1000.0,47025576.0,1355884.0,21.03,79.62,1372052.0,6.11,0.97,21,53.77
V20157,Village_157,District_9,Bihar,24.902678,85.37427,24.54,4.57,3062.0,15.78,20.29,534.0,14.74,13089,2769,8516163.0,2820606.0,758438.0,True,73.27,23.45,44.52,2.04,11.97,False,11,19053.0,1000.0,67895685.0,2476648.0,23.55,81.26,1596051.0,6.47,0.48,23,52.4
V20158,Village_158,District_1,Rajasthan,11.032739,84.847077,10.13,5.09,2817.0,31.19,22.29,1651.0,28.43,4354,851,2027543.0,370899.0,64566.0,True,78.31,19.31,62.89,2.13,7.06,False,13,12221.0,1000.0,74030502.0,1145086.0,18.53,88.06,1515775.0,5.52,0.69,23,52.71
V20159,Village_159,District_2,Gujarat,26.773071,72.271919,19.2,5.86,2631.0,6.36,25.31,797.0,31.81,27687,6012,13411193.0,3121118.0,623955.0,False,0.0,9.54,123.79,34.15,44.83,False,19,60036.0,1000.0,55319286.0,967532.0,17.1,76.94,1407048.0,8.84,0.48,25,85.63
V20160,Village_160,District_9,Uttar Pradesh,12.219545,73.013672,25.97,4.42,2306.0,31.82,19.69,164.0,31.42,18112,3980,7293458.0,1428766.0,858750.0,True,84.22,22.0,77.05,10.65,142.85,False,4,231879.0,1000.0,54598540.0,1099285.0,18.94,88.04,1345071.0,8.9,0.45,20,48.73
V20161,Village_161,District_30,Bihar,10.77666,72.749836,1.03,5.37,2652.0,29.6,33.76,161.0,55.12,24788,6352,9186449.0,2239978.0,348157.0,True,70.78,10.3,64.33,2.39,5.86,False,6,8490.0,1000.0,52782617.0,652851.0,16.64,91.37,1490027.0,8.06,0.84,22,63.14
V20162,Village_162,District_9,Uttar Pradesh,27.986737,88.547221,36.99,4.41,3038.0,33.27,20.06,1257.0,54.96,9980,2521,4872679.0,1702658.0,501337.0,False,0.0,8.94,45.47,8.73,37.71,True,15,56201.0,1000.0,58465316.0,1044531.0,23.38,78.23,1472039.0,6.89,0.81,20,68.39
V20163,Village_163,District_4,Bihar,24.36253,77.720775,23.96,6.17,2927.0,30.35,18.25,1526.0,12.0,34085,9157,16113298.0,8590471.0,1713035.0,True,91.38,10.58,53.92,10.26,142.74,False,1,256609.0,1000.0,59301138.0,2110771.0,18.11,91.1,1857740.0,7.61,0.3,22,65.98
V20164,Village_164,District_21,Tamil Nadu,16.173581,72.053522,4.43,6.12,2661.0,20.59,22.79,835.0,16.15,43892,10042,24615551.0,7640948.0,2195606.0,False,0.0,2.74,127.02,7.03,67.93,True,8,110715.0,1000.0,59830441.0,2277555.0,17.6,75.17,1477650.0,4.7,0.65,25,88.23
V20165,Village_165,District_2,Maharashtra,8.17685,92.447912,43.64,5.11,2312.0,9.14,20.37,1084.0,26.06,13626,2925,5513438.0,2624268.0,214991.0,True,75.04,14.76,43.07,4.1,135.79,False,16,194122.0,1000.0,72332241.0,1338577.0,22.73,90.37,1915612.0,7.61,0.69,25,56.56
V20166,Village_166,District_15,Tamil Nadu,15.911292,81.275164,55.89,6.25,2451.0,22.32,21.18,1072.0,13.67,36479,8569,22638726.0,4506067.0,1758568.0,True,89.43,8.18,50.25,2.08,138.01,False,11,174259.0,1000.0,58014855.0,640029.0,22.6,75.94,1957591.0,5.05,0.37,22,67.08
V20167,Village_167,District_3,Gujarat,26.649227,71.359684,8.1,5.13,2493.0,21.08,24.51,518.0,47.99,8436,1952,5282876.0,1739959.0,229885.0,False,0.0,8.8,40.99,3.74,18.37,False,10,32716.0,1000.0,55042058.0,1358995.0,20.9,81.8,1600589.0,6.92,0.53,25,75.25
V20168,Village_168,District_3,Telangana,8.823354,96.975112,28.08,5.64,2675.0,5.51,20.0,1422.0,11.94,23308,5340,11320557.0,4764838.0,830730.0,True,66.62,12.99,41.42,6.54,73.7,False,5,110435.0,1000.0,56417405.0,1825365.0,22.95,79.89,1887196.0,7.58,0.6,23,66.49
V20169,Village_169,District_11,Bihar,33.982826,93.297132,47.33,6.21,2768.0,30.2,31.74,562.0,11.76,607,111,356191.0,132677.0,12116.0,True,71.05,17.92,65.68,4.6,78.09,False,9,124707.0,258.66,18303130.0,261639.0,16.91,86.61,429334.0,6.53,0.97,23,48.36
