village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years
V10087,Village_87,District_20,Rajasthan,19.14987,86.092105,28.59,5.22,2938.0,18.87,33.29,111.0,34.66,36973,7282,17900486.0,4731594.0,1465829.0,True,89.4,17.3,38.27,0.59,22.21,True,1,36387.0,1000.0,68627829.0,2700475.0,17.13,83.64,1364912.0,7.14,0.73,20
V10088,Village_88,District_23,Karnataka,14.73738,81.243654,33.5,4.68,2964.0,6.12,25.53,245.0,21.96,30975,6963,13281201.0,4117952.0,550131.0,True,88.86,20.64,22.6,3.8,66.46,False,18,94027.0,1000.0,45983067.0,1723114.0,18.9,87.57,1413598.0,7.01,0.38,21
V10089,Village_89,District_28,Tamil Nadu,8.200062,88.03267,34.32,5.91,3208.0,15.09,19.68,1307.0,54.87,24320,4909,12698382.0,5131318.0,1305884.0,True,68.29,11.3,11.24,6.61,34.25,False,9,52626.0,1000.0,64769226.0,1693583.0,20.38,90.91,1998325.0,5.71,0.52,24
V10090,Village_90,District_6,Karnataka,26.560123,93.385241,7.92,6.05,2574.0,28.84,32.17,1785.0,57.26,20633,4845,9730997.0,3685386.0,984597.0,True,81.78,21.59,27.13,14.43,75.0,False,14,114809.0,1000.0,58802428.0,1372490.0,23.97,86.14,2279771.0,5.02,0.96,24
V10091,Village_91,District_21,Bihar,16.967377,69.513664,53.99,4.94,2691.0,14.45,31.53,1566.0,19.49,26952,7663,13347449.0,6419210.0,1184345.0,True,73.18,8.79,1.69,10.38,40.53,False,9,49760.0,1000.0,49279731.0,772973.0,21.32,91.2,1752959.0,8.65,0.61,23
V10092,Village_92,District_10,Madhya Pradesh,11.418286,79.973501,28.37,6.07,2855.0,7.98,27.93,715.0,34.22,16000,3918,5526349.0,1173284.0,486893.0,True,67.19,19.0,59.2,9.74,88.24,True,14,121619.0,1000.0,71078325.0,1362408.0,23.49,86.39,2248009.0,7.27,0.71,20
V10093,Village_93,District_14,Karnataka,8.204633,86.331505,34.93,5.22,3101.0,30.13,27.58,226.0,47.16,21207,4268,8624812.0,1881122.0,388512.0,True,85.29,15.96,25.04,8.61,29.52,False,9,50795.0,1000.0,67403189.0,1077246.0,23.31,87.25,1937497.0,5.5,0.5,23
V10094,Village_94,District_1,Andhra Pradesh,19.865108,79.31124,12.29,4.49,2843.0,21.58,24.8,862.0,53.86,9394,2283,5311300.0,2773373.0,253649.0,True,69.04,10.32,28.01,8.22,65.22,False,14,85215.0,1000.0,45205699.0,1585687.0,22.43,77.78,1429573.0,7.93,0.81,25
V10095,Village_95,District_22,Karnataka,16.293453,74.148025,29.51,5.37,2984.0,5.99,34.32,110.0,32.96,9274,1733,5494843.0,953714.0,461241.0,False,0.0,10.75,117.97,19.33,98.1,False,6,124901.0,1000.0,46879883.0,1244613.0,17.6,75.78,1307087.0,8.44,0.64,24
V10096,Village_96,District_1,Madhya Pradesh,16.86002,87.444612,11.17,5.23,2732.0,19.81,33.0,396.0,53.78,36177,9508,19511809.0,4156612.0,1217493.0,True,69.6,9.18,56.18,9.77,110.41,True,10,176874.0,1000.0,72744718.0,2874916.0,18.55,85.51,1513998.0,8.33,0.41,24
V10097,Village_97,District_12,Karnataka,19.236499,73.435652,19.49,5.24,2738.0,33.81,33.07,1404.0,45.87,29825,7013,17618908.0,4119040.0,1157178.0,True,93.84,14.43,13.39,0.47,120.52,False,2,156549.0,1000.0,64080388.0,1158375.0,21.47,80.32,1649111.0,6.29,0.72,21
V10098,Village_98,District_15,Andhra Pradesh,23.166413,73.966805,6.78,6.06,2848.0,29.11,27.76,1421.0,48.07,16206,3117,9902272.0,4151726.0,1080961.0,True,94.32,23.56,62.61,8.91,137.95,True,1,240946.0,1000.0,64538808.0,2482561.0,21.98,79.42,1930603.0,5.28,0.44,22
V10099,Village_99,District_21,Karnataka,18.816369,80.048072,13.58,4.93,2805.0,27.75,34.62,414.0,19.5,29585,7591,10027700.0,4405549.0,888637.0,True,87.05,16.46,32.07,8.41,124.33,False,9,175590.0,1000.0,46312711.0,835280.0,17.23,78.2,1212277.0,4.54,0.72,25
V10100,Village_100,District_15,Bihar,19.293702,85.094724,26.73,5.6,3222.0,11.1,30.94,1632.0,32.85,35827,9654,21126348.0,5965590.0,1435085.0,True,92.33,14.69,28.25,7.79,20.73,False,6,34326.0,1000.0,64791079.0,829536.0,20.43,90.51,1889800.0,4.6,0.36,20
V10101,Village_101,District_26,Rajasthan,20.665597,77.098661,37.6,5.47,2246.0,28.35,30.56,1525.0,43.01,5964,1208,3576056.0,1893498.0,373725.0,False,0.0,9.3,238.96,29.37,39.44,False,0,61034.0,1000.0,62720419.0,2216761.0,22.55,88.63,1995159.0,5.14,0.31,22
V10102,Village_102,District_4,Rajasthan,27.400551,72.228286,46.98,5.59,2371.0,19.14,25.11,1221.0,18.42,22951,4308,13205789.0,7229308.0,464034.0,True,95.06,16.36,8.01,12.51,58.04,False,6,72225.0,1000.0,47374446.0,1112573.0,23.48,83.28,1994865.0,7.93,0.67,25
V10103,Village_103,District_8,Rajasthan,25.032619,79.363961,24.89,4.6,2268.0,12.59,28.06,1075.0,38.55,23140,6460,13332164.0,6371731.0,828375.0,True,87.28,11.49,19.2,4.17,128.46,False,8,164159.0,1000.0,49790747.0,565281.0,20.03,83.92,1411130.0,6.3,0.89,20
V10104,Village_104,District_8,Rajasthan,19.699664,83.880026,35.75,5.93,2630.0,6.74,32.02,276.0,34.43,35929,8694,22065525.0,4246088.0,1381457.0,True,86.51,8.08,70.6,3.0,131.67,True,19,210121.0,1000.0,49780237.0,1676720.0,16.87,75.42,1376953.0,6.23,0.91,22
V10105,Village_105,District_12,Madhya Pradesh,9.549661,76.67599,18.87,4.99,2511.0,6.34,18.69,401.0,18.77,6185,1405,4009552.0,1380044.0,480461.0,True,99.43,18.25,60.05,10.09,124.11,False,12,175674.0,1000.0,68553198.0,1915914.0,18.17,81.22,1343944.0,4.67,0.69,22
V10106,Village_106,District_1,Andhra Pradesh,25.283007,90.631357,47.91,4.42,2313.0,19.92,20.2,654.0,43.92,16445,4120,8523192.0,1550437.0,701155.0,False,0.0,6.41,192.4,23.23,8.04,True,19,12867.0,1000.0,64668609.0,2113087.0,17.85,83.07,1196100.0,5.03,0.74,23
V10107,Village_107,District_13,Andhra Pradesh,34.930558,94.334099,44.98,6.26,2913.0,27.76,32.7,1368.0,10.91,27616,7835,15668039.0,6440979.0,1701163.0,False,0.0,6.85,224.02,19.93,61.68,False,15,78669.0,1000.0,69795758.0,1088371.0,21.91,79.2,1982461.0,4.91,0.41,24
V10108,Village_108,District_12,Andhra Pradesh,25.528605,75.98454,47.6,5.43,2750.0,12.35,19.9,137.0,10.57,18330,4281,10779066.0,2967999.0,715560.0,True,99.15,9.3,49.32,9.17,120.93,False,7,185516.0,1000.0,62919956.0,1889505.0,23.86,77.75,1838373.0,5.55,1.0,21
V10109,Village_109,District_18,Andhra Pradesh,22.201882,91.733207,3.5,4.49,3172.0,32.52,20.01,1660.0,41.29,5299,1270,3262020.0,1481917.0,254447.0,True,65.02,15.89,56.19,5.17,72.6,False,9,98920.0,1000.0,57632494.0,873998.0,23.65,76.81,1488532.0,6.24,0.39,23
V10110,Village_110,District_18,Madhya Pradesh,21.421314,76.145753,42.15,4.72,2974.0,23.52,25.58,1342.0,56.46,43675,9047,20411072.0,5475043.0,2320763.0,True,69.7,9.09,61.01,5.65,78.59,True,1,122155.0,1000.0,54063116.0,953283.0,16.35,86.53,1218679.0,4.75,0.95,20
V10111,Village_111,District_9,Madhya Pradesh,16.340402,84.714236,58.85,5.19,3164.0,32.37,20.41,1359.0,34.37,34125,8533,11911454.0,5088008.0,907195.0,True,85.68,8.6,34.64,2.2,12.37,True,4,21231.0,1000.0,66822981.0,1402118.0,21.38,87.78,1777598.0,6.77,0.8,24
V10112,Village_112,District_13,Maharashtra,30.373097,70.561216,37.75,5.01,3185.0,14.04,33.41,907.0,20.59,33417,8124,16204442.0,5601948.0,1557642.0,True,78.67,15.26,4.38,7.03,64.13,False,17,96505.0,1000.0,45659773.0,1085551.0,16.55,80.86,1223580.0,7.83,0.88,24
V10113,Village_113,District_16,Gujarat,21.504738,94.482545,35.82,5.13,2353.0,6.8,28.25,1502.0,11.44,4265,1180,2125225.0,1146882.0,80415.0,True,71.09,15.99,15.76,2.55,99.04,False,9,160007.0,1000.0,53653030.0,1040840.0,17.86,82.0,1371120.0,5.07,0.57,23
V10114,Village_114,District_26,Madhya Pradesh,33.365494,68.958429,29.75,5.05,2413.0,27.95,28.33,679.0,32.89,38959,7365,25129370.0,11953739.0,1612431.0,True,99.24,16.0,18.54,0.24,47.21,False,5,67702.0,1000.0,56926267.0,1345961.0,18.9,77.73,1353957.0,8.07,0.57,25
V10115,Village_115,District_3,Rajasthan,23.680437,93.650328,3.66,4.52,2298.0,27.83,19.84,1443.0,45.89,36568,9337,22191734.0,10227572.0,853040.0,False,0.0,5.44,89.82,29.58,97.78,False,0,146049.0,1000.0,50640715.0,547571.0,18.34,76.71,1160520.0,5.36,0.85,21
V10116,Village_116,District_19,Gujarat,17.466588,87.420555,21.3,6.3,2731.0,31.43,31.8,1163.0,24.73,15892,4053,10253143.0,1809183.0,1009239.0,True,77.38,9.68,27.27,2.36,92.98,False,11,146835.0,1000.0,55458533.0,1326372.0,16.66,88.06,1686775.0,7.38,0.84,22
V10117,Village_117,District_3,Tamil Nadu,28.589243,72.181779,35.07,5.4,2556.0,31.27,18.3,819.0,12.92,37448,8102,22571759.0,12345405.0,1599549.0,True,95.15,23.01,39.28,11.68,110.95,False,11,162852.0,1000.0,46902989.0,1520731.0,20.71,86.32,1761766.0,7.09,0.85,24
V10118,Village_118,District_8,Maharashtra,27.174243,78.715198,51.15,5.44,2655.0,10.04,23.99,356.0,12.57,3199,724,1799516.0,493236.0,62342.0,False,0.0,6.15,160.72,3.35,12.48,True,8,17753.0,1000.0,57686175.0,2014153.0,23.81,85.02,2009751.0,6.6,0.9,25
V10119,Village_119,District_14,Madhya Pradesh,17.974632,79.95257,59.16,5.3,2266.0,27.44,22.02,217.0,35.07,10383,2027,5742053.0,1762583.0,565373.0,True,68.62,20.0,24.1,14.6,41.83,True,5,65874.0,1000.0,52865535.0,1824209.0,22.03,91.08,1940780.0,8.2,0.64,22
V10120,Village_120,District_25,Rajasthan,14.922728,85.92837,1.81,4.54,3262.0,13.22,33.19,522.0,52.11,21073,5877,12742651.0,3350289.0,919460.0,True,96.57,10.48,19.7,8.12,118.23,False,9,177809.0,1000.0,65600560.0,971985.0,17.51,81.65,1184571.0,8.36,0.63,23
V10121,Village_121,District_11,Rajasthan,26.943643,68.19381,12.29,5.17,3113.0,25.92,30.77,888.0,40.74,39310,9792,20434000.0,9098593.0,1039137.0,True,93.89,10.97,30.4,3.73,92.25,False,7,129279.0,1000.0,50785469.0,1081821.0,19.69,88.96,1652700.0,6.73,0.61,24
V10122,Village_122,District_15,Karnataka,30.255736,73.66761,5.08,4.88,2780.0,15.22,32.98,730.0,14.56,26578,6800,16858519.0,8436266.0,1063117.0,False,0.0,2.32,109.62,34.32,142.29,False,2,209144.0,1000.0,49887150.0,1610061.0,23.58,88.35,1855381.0,5.93,0.79,24
V10123,Village_123,District_18,Telangana,27.183907,93.74632,8.54,5.23,2513.0,13.44,34.16,1437.0,20.58,37404,8308,15883325.0,6715607.0,1488426.0,True,98.79,10.16,42.07,10.96,62.06,False,6,98763.0,1000.0,67527635.0,1373725.0,19.57,78.88,1473405.0,8.8,0.35,23
V10124,Village_124,District_23,Andhra Pradesh,33.879192,77.554144,24.97,5.73,2749.0,34.04,19.5,852.0,37.15,4256,845,2125601.0,513520.0,154081.0,True,89.86,19.56,23.09,5.9,59.89,False,13,99588.0,1000.0,69097157.0,775683.0,18.88,76.86,1517469.0,4.6,0.57,21
V10125,Village_125,District_12,Uttar Pradesh,18.076638,75.341455,32.77,5.73,2362.0,14.61,32.44,1213.0,59.02,8322,2099,3279981.0,1615417.0,331042.0,False,0.0,8.87,215.76,28.59,118.55,False,9,193330.0,1000.0,48792557.0,623956.0,23.2,81.26,1971434.0,6.71,0.86,21
V10126,Village_126,District_17,Telangana,27.654754,87.311922,47.74,5.72,3289.0,28.42,21.72,368.0,36.35,28514,7479,10239447.0,2739414.0,983049.0,True,78.8,22.21,3.27,9.49,137.07,False,12,215579.0,1000.0,65739903.0,1044910.0,22.61,78.28,1847610.0,6.52,0.76,23
V10127,Village_127,District_26,Uttar Pradesh,26.673887,85.053045,29.9,6.28,2227.0,20.65,25.53,189.0,41.31,2403,444,798292.0,156235.0,60805.0,True,73.74,21.36,54.47,12.42,116.11,True,15,181360.0,594.41,27827432.0,758530.0,19.81,85.73,1156980.0,6.7,0.61,23
V10128,Village_128,District_14,Maharashtra,8.645862,88.530823,10.35,4.66,3174.0,19.19,19.52,1613.0,26.71,20845,4808,13243067.0,3655771.0,1132006.0,True,77.94,20.61,22.9,14.96,128.51,False,17,218656.0,1000.0,58105962.0,1724371.0,23.78,80.04,1618705.0,7.77,0.78,25
V10129,Village_129,District_29,Rajasthan,28.331594,78.724062,29.07,5.27,2770.0,13.0,23.39,429.0,28.0,11712,2822,7688826.0,1443867.0,770639.0,True,86.32,8.69,56.37,10.76,7.63,False,5,13444.0,1000.0,55194286.0,2007466.0,19.78,75.79,1441822.0,6.91,0.34,24
V10130,Village_130,District_12,Maharashtra,10.179694,70.15882,28.32,4.57,2837.0,29.63,19.13,1452.0,24.55,2960,708,1843831.0,683543.0,93386.0,True,72.86,12.64,28.26,9.88,94.05,True,9,151645.0,1000.0,69707171.0,916151.0,17.37,84.27,1220821.0,7.69,0.79,21
V10131,Village_131,District_13,Tamil Nadu,10.775447,71.746481,37.13,5.74,2466.0,16.27,22.75,1609.0,11.71,2379,563,1162373.0,443733.0,126397.0,True,81.03,21.7,65.28,3.02,25.77,True,12,32297.0,911.71,41682899.0,1447479.0,19.29,80.85,1489511.0,6.53,0.56,25
V10132,Village_132,District_1,Bihar,16.904498,73.486994,1.67,5.98,2347.0,31.87,18.37,785.0,59.3,9029,2477,5911851.0,1718779.0,323387.0,True,85.09,16.67,55.77,9.86,3.75,False,4,6297.0,1000.0,64654420.0,2030708.0,23.1,78.0,1966394.0,5.63,0.4,25
V10133,Village_133,District_16,Uttar Pradesh,26.97089,74.467689,24.02,5.23,2740.0,13.59,31.57,668.0,11.53,13532,2690,4807985.0,1139010.0,225241.0,True,89.5,14.45,52.66,7.89,12.56,False,7,17814.0,1000.0,54866658.0,1822745.0,17.96,78.74,1349790.0,6.93,0.73,23
V10134,Village_134,District_15,Telangana,21.388322,87.593053,19.05,5.75,2765.0,19.68,23.64,650.0,59.54,24518,6986,13750156.0,6310185.0,764647.0,True,98.14,13.07,62.29,9.89,60.02,False,5,72699.0,1000.0,65983297.0,1033127.0,23.12,77.9,1889975.0,8.96,1.0,21
V10135,Village_135,District_13,Maharashtra,22.835948,81.748039,48.64,4.83,2630.0,12.15,26.2,203.0,13.12,31257,8378,17727093.0,9508420.0,2057157.0,True,86.67,13.17,74.74,2.85,100.77,True,16,167080.0,1000.0,72776290.0,1067765.0,18.72,89.49,1476693.0,5.01,0.96,25
V10136,Village_136,District_19,Maharashtra,23.551231,93.841283,4.72,5.7,2949.0,12.86,21.37,1530.0,11.41,1936,386,993642.0,427911.0,67121.0,True,88.74,14.64,32.31,10.04,147.57,False,6,258056.0,829.02,46398882.0,1442517.0,21.7,77.13,1443397.0,4.84,0.42,20
V10137,Village_137,District_17,Madhya Pradesh,20.500423,80.186017,44.09,6.26,2324.0,5.16,27.81,1192.0,37.59,34750,8937,16969339.0,4235283.0,1058893.0,False,0.0,10.95,218.25,25.09,142.84,False,3,234519.0,1000.0,66041768.0,1633302.0,16.45,87.07,1636333.0,5.27,0.36,21
V10138,Village_138,District_29,Maharashtra,22.163218,89.541699,7.03,5.35,3077.0,32.77,31.58,540.0,12.2,20121,3916,9008708.0,3278502.0,905896.0,True,87.6,22.74,75.16,5.63,3.55,False,1,4820.0,1000.0,65027146.0,2479015.0,21.91,76.27,1631597.0,4.86,0.93,20
V10139,Village_139,District_13,Gujarat,23.686826,73.574935,5.49,4.57,2435.0,33.61,32.73,1716.0,39.68,44052,9783,25878112.0,5741764.0,1801674.0,True,82.65,16.65,22.34,5.51,50.35,False,13,87291.0,1000.0,71039220.0,2742867.0,18.46,85.49,1316213.0,5.33,0.79,24
V10140,Village_140,District_14,Rajasthan,19.662192,70.014688,31.78,5.29,2504.0,32.89,30.31,1303.0,12.5,29067,7189,19004787.0,4207450.0,1563113.0,False,0.0,7.63,105.39,34.25,118.51,False,8,171322.0,1000.0,49782189.0,1716183.0,20.85,79.6,1602277.0,8.19,0.94,25
V10141,Village_141,District_25,Tamil Nadu,21.476492,96.773344,49.53,5.37,2499.0,28.07,26.82,1651.0,37.18,21777,5692,9515319.0,3077218.0,320067.0,True,77.32,14.31,28.61,2.94,131.73,False,12,210488.0,1000.0,63757349.0,1304311.0,21.86,77.54,1661166.0,5.38,0.32,23
V10142,Village_142,District_15,Maharashtra,20.951179,71.856494,53.08,5.07,2481.0,26.86,20.85,1696.0,44.6,35681,9168,21653106.0,6258966.0,2218366.0,True,77.16,23.75,61.81,0.68,94.05,True,18,139246.0,1000.0,67453420.0,1083061.0,22.39,83.34,1726547.0,6.79,0.55,21
V10143,Village_143,District_8,Karnataka,26.91908,89.105955,40.1,6.12,2534.0,30.35,19.11,1385.0,30.55,2670,741,1680193.0,760034.0,164389.0,True,75.05,16.4,8.34,12.03,129.84,True,6,215319.0,1000.0,64470406.0,1311662.0,18.57,81.18,1683741.0,8.66,0.65,20
V10144,Village_144,District_16,Gujarat,23.300238,94.027663,16.29,4.76,3064.0,25.2,24.53,1078.0,51.55,36424,10296,13212622.0,3161846.0,719271.0,True,81.82,21.43,20.35,2.23,93.09,False,4,153956.0,1000.0,55623390.0,623981.0,16.48,75.13,1075574.0,6.27,0.67,21
V10145,Village_145,District_16,Uttar Pradesh,8.704854,94.136199,29.13,4.73,2289.0,18.33,33.98,919.0,29.28,12895,3212,4627993.0,1679165.0,404896.0,True,97.72,16.24,40.96,7.27,145.82,False,0,247033.0,1000.0,55010846.0,934643.0,23.89,90.29,1862001.0,6.23,0.4,23
V10146,Village_146,District_13,Gujarat,23.749072,94.99595,42.39,5.42,2898.0,14.44,23.54,1299.0,45.98,17347,4772,7220186.0,1146437.0,407872.0,True,84.45,21.11,30.68,0.21,88.21,False,16,110498.0,1000.0,71152272.0,1268838.0,16.72,87.14,1441173.0,8.24,0.74,25
V10147,Village_147,District_16,Tamil Nadu,27.3533,95.036252,52.39,5.91,2528.0,8.91,34.04,1609.0,37.36,22294,5084,11350892.0,2789449.0,1020510.0,True,84.18,19.02,17.32,6.73,51.3,False,19,75352.0,1000.0,74777218.0,1457851.0,22.11,86.97,2073999.0,5.94,0.91,20
V10148,Village_148,District_18,Rajasthan,17.068553,90.524217,47.71,6.31,2884.0,15.77,25.79,1168.0,38.8,10484,2720,6212745.0,2022501.0,214021.0,True,66.29,13.17,75.02,12.46,33.93,False,19,44217.0,1000.0,72645083.0,2152490.0,23.65,88.28,2404284.0,5.67,0.6,23
V10149,Village_149,District_30,Andhra Pradesh,11.181202,68.390273,12.36,5.05,2600.0,11.65,20.71,1529.0,46.69,24094,5915,11627322.0,5479070.0,771381.0,True,74.5,23.53,23.49,14.23,146.5,False,13,253300.0,1000.0,66271981.0,2121551.0,17.49,85.53,1378677.0,6.5,0.87,25
V10150,Village_150,District_3,Gujarat,17.767242,73.579488,2.08,6.04,2550.0,25.57,18.74,383.0,46.09,21058,4160,10270631.0,1569411.0,1054876.0,True,76.25,22.07,51.41,13.24,34.97,False,8,42931.0,1000.0,51219458.0,1888919.0,21.35,75.11,1767647.0,6.12,0.69,22
V10151,Village_151,District_28,Telangana,22.566216,92.386149,58.09,5.46,2653.0,25.82,33.69,1681.0,30.27,43974,10770,22873354.0,6447789.0,1666338.0,True,95.04,23.15,63.99,8.53,106.4,True,9,176134.0,1000.0,61549837.0,2104496.0,20.1,83.82,1678801.0,6.77,0.68,20
V10152,Village_152,District_15,Maharashtra,28.033045,90.757681,8.64,5.3,2696.0,26.58,24.45,1022.0,40.8,3069,609,1032692.0,423656.0,99461.0,True,87.71,12.35,55.01,12.14,104.22,False,11,177862.0,675.37,47284311.0,1225734.0,21.97,82.01,1177002.0,6.7,0.36,20
V10153,Village_153,District_12,Tamil Nadu,29.469802,87.531429,42.72,5.24,3223.0,19.37,34.31,994.0,24.73,17945,4952,8047645.0,2215660.0,314159.0,False,0.0,4.6,50.58,32.58,133.31,True,9,237989.0,1000.0,64980305.0,1175161.0,21.71,80.63,1673981.0,7.5,0.66,23
V10154,Village_154,District_19,Gujarat,9.735643,88.460934,2.18,6.1,2785.0,28.36,28.8,1262.0,14.54,8004,2056,3154256.0,1410781.0,376618.0,True,77.55,21.92,77.33,6.17,35.29,False,16,60648.0,1000.0,68689418.0,1668786.0,16.85,79.2,1485654.0,5.65,0.37,24
V10155,Village_155,District_4,Karnataka,12.666813,83.514146,27.85,6.11,3290.0,10.96,33.14,1338.0,31.68,12627,3058,6524554.0,3032872.0,672206.0,True,75.92,23.28,15.88,11.05,119.89,False,14,161897.0,1000.0,69396420.0,2724785.0,22.94,80.04,2047409.0,6.61,0.95,23
V10156,Village_156,District_23,Karnataka,16.065836,72.900618,39.79,4.68,2750.0,5.23,32.66,1004.0,58.57,32862,8357,21067375.0,10364273.0,1235227.0,True,75.54,15.02,16.63,8.28,14.66,False,17,25875.0,1000.0,57182137.0,2013382.0,21.45,85.19,1560719.0,5.63,0.85,20
V10157,Village_157,District_3,Maharashtra,11.932416,71.130215,24.0,6.05,2811.0,20.13,22.32,1779.0,15.38,17806,5015,9341304.0,1462145.0,495850.0,True,98.0,18.9,3.64,13.7,86.25,False,8,136975.0,1000.0,65626250.0,1749066.0,22.18,77.22,1891079.0,4.67,0.77,20
V10158,Village_158,District_13,Tamil Nadu,16.350861,96.672975,36.3,5.9,2372.0,16.27,22.29,1175.0,38.21,17583,4205,6863265.0,3107611.0,814748.0,True,95.56,12.64,53.21,8.33,103.33,False,9,143025.0,1000.0,73212860.0,2379429.0,18.76,75.01,1515189.0,7.57,0.89,23
V10159,Village_159,District_7,Maharashtra,20.853306,91.653793,19.87,5.16,2479.0,23.49,32.69,1587.0,38.69,2881,698,1219317.0,195832.0,46812.0,True,86.1,10.65,27.19,5.57,25.0,False,12,32375.0,923.08,60757265.0,1085378.0,22.05,88.22,1690938.0,4.98,0.36,21
V10160,Village_160,District_10,Tamil Nadu,29.789859,69.1801,24.73,5.57,2700.0,34.08,22.83,1048.0,31.66,33644,9075,15598275.0,6374904.0,1330109.0,True,75.62,13.7,12.96,9.43,13.11,False,14,23151.0,1000.0,72890454.0,1225419.0,16.77,82.1,1399569.0,5.12,0.54,21
V10161,Village_161,District_15,Tamil Nadu,10.920692,86.782967,37.02,5.27,2212.0,23.27,26.23,801.0,27.54,36838,9538,21895595.0,8582486.0,2168060.0,True,92.09,11.52,60.7,7.77,141.02,True,13,172504.0,1000.0,53149055.0,829180.0,19.47,78.86,1476713.0,6.07,0.48,21
V10162,Village_162,District_1,Rajasthan,11.463868,92.072741,31.78,5.34,2796.0,26.7,20.84,709.0,28.85,33611,6344,19339846.0,6354625.0,585834.0,False,0.0,9.52,175.03,20.12,102.07,False,3,145264.0,1000.0,51809600.0,1777729.0,21.48,86.34,1807384.0,4.72,0.99,24
V10163,Village_163,District_27,Rajasthan,30.101681,75.869197,17.29,5.35,2866.0,11.92,27.72,870.0,10.88,42262,8937,23139221.0,4928493.0,2493068.0,True,90.43,21.67,62.65,14.85,0.41,False,1,727.0,1000.0,50377414.0,1482194.0,16.87,78.16,1287408.0,7.61,0.53,23
V10164,Village_164,District_23,Rajasthan,8.317231,90.02157,38.19,4.8,3099.0,22.82,21.93,1529.0,11.01,798,197,516765.0,274452.0,19960.0,True,86.81,23.75,51.59,5.62,131.5,True,7,206431.0,331.37,15489285.0,582070.0,16.25,87.84,414346.0,6.9,0.46,21
V10165,Village_165,District_29,Andhra Pradesh,19.105929,70.25476,14.39,5.6,2608.0,7.78,33.27,409.0,15.18,35399,8731,19171642.0,3221880.0,2202141.0,True,69.94,19.84,35.84,9.84,46.76,True,4,71912.0,1000.0,54448403.0,1578596.0,21.86,78.49,1753539.0,4.81,0.37,23
V10166,Village_166,District_3,Karnataka,11.098206,76.218302,22.28,4.58,3124.0,14.39,26.98,929.0,43.89,24602,5742,8986964.0,2873529.0,945455.0,True,96.82,13.79,64.3,2.44,0.29,False,8,360.0,1000.0,49414481.0,1229690.0,21.53,87.93,1582375.0,6.04,0.73,24
V10167,Village_167,District_6,Bihar,27.509323,96.932987,53.33,5.11,3277.0,30.54,31.04,533.0,38.15,16200,3074,5828469.0,2031452.0,695890.0,True,97.47,20.72,34.43,8.29,136.99,True,13,245105.0,1000.0,51619741.0,1218386.0,20.52,83.08,1589855.0,8.38,0.62,20
V10168,Village_168,District_15,Rajasthan,25.377306,87.853663,3.25,4.99,2509.0,22.69,18.52,1514.0,26.89,34187,9414,13095727.0,6875929.0,1146914.0,True,97.36,15.56,15.29,3.47,58.22,False,2,97224.0,1000.0,72060057.0,822403.0,23.14,79.34,1671933.0,7.61,0.87,23
V10169,Village_169,District_26,Telangana,16.97492,75.61968,52.07,4.56,3085.0,9.11,33.76,1474.0,35.21,28799,5565,16809302.0,6496997.0,1626370.0,False,0.0,10.55,168.52,25.69,92.27,False,9,152927.0,1000.0,48643383.0,1168308.0,22.56,87.43,1641449.0,6.12,0.96,24
V10170,Village_170,District_10,Rajasthan,16.541023,74.685551,14.84,5.98,3017.0,5.91,18.7,164.0,35.83,37755,6950,20154307.0,8874357.0,1620883.0,True,74.53,23.71,77.98,15.0,11.84,False,13,18210.0,1000.0,53595617.0,932061.0,21.57,79.8,1878525.0,8.0,0.34,23
V10171,Village_171,District_9,Madhya Pradesh,24.278267,68.591261,10.05,4.91,2441.0,18.22,26.76,1198.0,51.24,19733,4901,10381300.0,3264675.0,868880.0,True,88.46,14.31,36.03,1.46,17.52,True,5,25473.0,1000.0,54148306.0,1552338.0,20.11,76.15,1372228.0,6.02,0.32,20
V10172,Village_172,District_26,Bihar,20.093397,83.708767,32.95,6.37,2782.0,11.48,22.85,1390.0,21.97,24098,4703,10603183.0,4511479.0,1109291.0,True,67.95,16.95,40.06,2.96,131.74,False,13,213255.0,1000.0,74216026.0,1279317.0,22.77,89.07,2357745.0,6.11,0.51,24
V10173,Village_173,District_1,Gujarat,23.319031,95.025942,19.11,5.41,2511.0,11.36,32.16,922.0,59.28,43262,9937,17128282.0,2904120.0,998027.0,True,69.23,13.86,1.9,2.37,97.17,False,7,135970.0,1000.0,51067780.0,1499909.0,22.35,87.29,1926203.0,5.81,0.41,21
V10174,Village_174,District_29,Maharashtra,30.681999,87.159653,38.28,5.98,2595.0,26.84,18.6,1676.0,17.24,21438,4264,11745993.0,5034230.0,1051107.0,True,73.4,16.46,49.46,9.23,107.42,True,0,142264.0,1000.0,73695910.0,1330026.0,20.59,76.46,1718125.0,7.38,0.6,21
